,Unnamed: 0.1,Unnamed: 0,Empresas,Endereços,Link Maps,Tipo,Latitude,Longitude
0,0,0,Jofer Materiais Construção Ltda,"Av. Dom Hélder Câmara, 7370 - Abolição, Rio de Janeiro - RJ, 20751-002",https://www.google.com/maps/place/Jofer+Materiais+Constru%C3%A7%C3%A3o+Ltda/data=!4m7!3m6!1s0x997d029b2ca87f:0xd5c4e2702dd2691e!8m2!3d-22.8850049!4d-43.2987152!16s%2Fg%2F1tdgr132!19sChIJf6gsmwJ9mQARHmnSLXDixNU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8850049,-43.2987152
1,1,1,FERRAGENS RION LTDA,"Av. Dom Hélder Câmara, 7667 - Abolição, Rio de Janeiro - RJ, 20751-003",https://www.google.com/maps/place/FERRAGENS+RION+LTDA/data=!4m7!3m6!1s0x997d1d21862c67:0x549c9f14ecc0d613!8m2!3d-22.8857477!4d-43.3015343!16s%2Fg%2F1tddtdy0!19sChIJZyyGIR19mQARE9bA7BSfnFQ?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8857477,-43.3015343
2,2,2,Abolição material de construção,"R. Teixeira de Azevedo, 259 - Abolição, Rio de Janeiro - RJ, 20755-260",https://www.google.com/maps/place/Aboli%C3%A7%C3%A3o+material+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d6ad85e1c43:0x89d09bb791d7b24c!8m2!3d-22.8897569!4d-43.2980805!16s%2Fg%2F11sdslky2x!19sChIJQxxe2Gp9mQARTLLXkbeb0Ik?authuser=0&hl=pt-BR&rclk=1,Loja de Material Hidráulico,-22.8897569,-43.2980805
3,3,3,BIGU Materiais de Construção,"R. da Abolição, 602 - loja A - Abolição, Rio de Janeiro - RJ, 20755-170",https://www.google.com/maps/place/BIGU+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d5c86cb207d:0x8d42bec753f13cfa!8m2!3d-22.8859814!4d-43.297486!16s%2Fg%2F11vr2s40g2!19sChIJfSDLhlx9mQAR-jzxU8e-Qo0?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8859814,-43.297486
4,4,4,Distribuidora Maralex,"R. da Abolição, 602 - Abolição, Rio de Janeiro - RJ, 20755-170",https://www.google.com/maps/place/Distribuidora+Maralex/data=!4m7!3m6!1s0x997d0267a52afd:0x17d05def24a3d2dc!8m2!3d-22.8860243!4d-43.2975672!16s%2Fg%2F1pv5v0ft4!19sChIJ_SqlZwJ9mQAR3NKjJO9d0Bc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8860243,-43.2975672
5,5,5,Abolimate material de construção,"Av. Dom Hélder Câmara, 7924 - Piedade, Rio de Janeiro - RJ, 20751-003",https://www.google.com/maps/place/Abolimate+material+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d1c69696969:0x5bbd827ca44de234!8m2!3d-22.8866013!4d-43.303789!16s%2Fg%2F1q5bn1v66!19sChIJaWlpaRx9mQARNOJNpHyCvVs?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8866013,-43.303789
6,7,7,Construlhão - Elefante da Construção,"R. Guilhermina, 226 - Encantado, Rio de Janeiro - RJ, 20756-060",https://www.google.com/maps/place/Construlh%C3%A3o+-+Elefante+da+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d100fd72b0b:0xb6bd62e993b8d722!8m2!3d-22.8932528!4d-43.3008264!16s%2Fg%2F11b6hh75nm!19sChIJCyvXDxB9mQARIte4k-livbY?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8932528,-43.3008264
7,8,8,Rede Construir Materiais de Construção,"R. Guilhermina, 52 - Encantado, Rio de Janeiro - RJ, 20756-060",https://www.google.com/maps/place/Rede+Construir+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d102ffb891b:0x9f379b81000ef681!8m2!3d-22.8948445!4d-43.3009242!16s%2Fg%2F1tdbgnhz!19sChIJG4n7LxB9mQARgfYOAIGbN58?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8948445,-43.3009242
8,9,9,Kilohana com é representacoes,"R. da Abolição, 461 - Loja C - Abolição, Rio de Janeiro - RJ, 20755-170",https://www.google.com/maps/place/Kilohana+com+%C3%A9+representacoes/data=!4m7!3m6!1s0x997d02490d8411:0xde718725b4c49ab1!8m2!3d-22.887184!4d-43.297067!16s%2Fg%2F1tdmlpwr!19sChIJEYQNSQJ9mQARsZrEtCWHcd4?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.887184,-43.297067
9,10,10,Trena Ferragens Material de Construção - Pilares,"R. Glaziou, 20 - Loja - Pilares, Rio de Janeiro - RJ, 20750-010",https://www.google.com/maps/place/Trena+Ferragens+Material+de+Constru%C3%A7%C3%A3o+-+Pilares/data=!4m7!3m6!1s0x997cf948f0e7b9:0x36e190c2dcdb6780!8m2!3d-22.8806985!4d-43.2946623!16s%2Fg%2F1pv1nv1dx!19sChIJuefwSPl8mQARgGfb3MKQ4TY?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8806985,-43.2946623
10,11,11,Rede Fortaço Engenho de Dentro - É PRA CASA Materiais de Construção,"Av. Dom Hélder Câmara, 6212 - Engenho de Dentro, Rio de Janeiro - RJ, 20771-034",https://www.google.com/maps/place/Rede+Forta%C3%A7o+Engenho+de+Dentro+-+%C3%89+PRA+CASA+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997c5584741763:0xbd7354a971f6c75e!8m2!3d-22.8847168!4d-43.2904293!16s%2Fg%2F11dxl06kyq!19sChIJYxd0hFV8mQARXsf2calUc70?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8847168,-43.2904293
11,12,12,Galeria da Construção,"Av. Dom Hélder Câmara, 8566 - Piedade, Rio de Janeiro - RJ, 20751-003",https://www.google.com/maps/place/Galeria+da+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d1f53df223b:0xa97fde5ea7bfb03c!8m2!3d-22.8853604!4d-43.3096106!16s%2Fg%2F1vrqbw4j!19sChIJOyLfUx99mQARPLC_p17ef6k?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8853604,-43.3096106
12,13,13,ferragens vivaz,"R. Afonso Ferreira, 258 - Engenho de Dentro, Rio de Janeiro - RJ, 20755-280",https://www.google.com/maps/place/ferragens+vivaz/data=!4m7!3m6!1s0x997d76f50b9895:0xd139d2827755bbd9!8m2!3d-22.8913628!4d-43.296882!16s%2Fg%2F11p5cf0mqk!19sChIJlZgL9XZ9mQAR2btVd4LSOdE?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8913628,-43.296882
13,15,15,Psiu! - Pisos e Revestimentos - Suburbana,"Av. Dom Hélder Câmara, 7686 - Abolição, Rio de Janeiro - RJ, 20751-014",https://www.google.com/maps/place/Psiu!+-+Pisos+e+Revestimentos+-+Suburbana/data=!4m7!3m6!1s0x997d8799c837e9:0x69f928ef63de944!8m2!3d-22.885567!4d-43.3016884!16s%2Fg%2F11qb53bgkz!19sChIJ6TfImYd9mQARROk99o6SnwY?authuser=0&hl=pt-BR&rclk=1,Loja de pisos,-22.885567,-43.3016884
14,16,16,Zezinho Materiais de Construção,"R. Pantoja, 207 - Acari, Rio de Janeiro - RJ, 21531-050",https://www.google.com/maps/place/Zezinho+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x9964a1a22996cf:0x81a86c6c1c4ca05!8m2!3d-22.8267239!4d-43.346821!16s%2Fg%2F1tk244dd!19sChIJz5YpoqFkmQARBcrEwcaGGgg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8267239,-43.346821
15,17,17,Principal Material de Construção,"R. Principal - Acari, Rio de Janeiro - RJ, 21531-730",https://www.google.com/maps/place/Principal+Material+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x9965af9ef04fbb:0x4c4ba81ab9d05271!8m2!3d-22.8234484!4d-43.3351241!16s%2Fg%2F11t2x9qty4!19sChIJu0_wnq9lmQARcVLQuRqoS0w?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8234484,-43.3351241
16,18,18,Ramalho Material de construção,"Unnamed Road - Acari, Rio de Janeiro - RJ",https://www.google.com/maps/place/Ramalho+Material+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x9965e07ad3e929:0xb666634110276022!8m2!3d-22.8238344!4d-43.3395217!16s%2Fg%2F11hzxsqxnj!19sChIJKenTeuBlmQARImAnEEFjZrY?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.8238344,-43.3395217
17,19,19,Guaiúba Materiais de Construção,"R. Guaiuba, 42 - Acari, Rio de Janeiro - RJ, 21531-010",https://www.google.com/maps/place/Guai%C3%BAba+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x9964a2007f5dbf:0x38d2678c5d18869f!8m2!3d-22.8229838!4d-43.3445715!16s%2Fg%2F1tkp65tp!19sChIJv11_AKJkmQARn4YYXYxn0jg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8229838,-43.3445715
18,20,20,Amendoeira Materiais de Construção,"R. Ipuera, 181 - Acari, Rio de Janeiro - RJ, 21530-330",https://www.google.com/maps/place/Amendoeira+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x996541cddefaf3:0x3c241d9ba42a3f03!8m2!3d-22.8235038!4d-43.3479778!16s%2Fg%2F11vd6tt4w3!19sChIJ8_rezUFlmQARAz8qpJsdJDw?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8235038,-43.3479778
19,21,21,ceará materiais de construção,"R. Vítor Frond - Coelho Neto, Rio de Janeiro - RJ, 21530-090",https://www.google.com/maps/place/cear%C3%A1+materiais+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x99649fb263f75d:0x624819caca15e47!8m2!3d-22.8269106!4d-43.3503427!16s%2Fg%2F11f5h7q865!19sChIJXfdjsp9kmQARR16hrJyBJAY?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8269106,-43.3503427
20,22,22,Lojão da Construção,"Av. Pastor Martin Luther King Jr., 1682 - Pavuna, Rio de Janeiro - RJ, 20765-000",https://www.google.com/maps/place/Loj%C3%A3o+da+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x99657b05ffdd89:0x35465d4e01368ba3!8m2!3d-22.8187813!4d-43.357551!16s%2Fg%2F11r_wgkw6z!19sChIJid3_BXtlmQARo4s2AU5dRjU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8187813,-43.357551
21,23,23,R&R Materiais de Construções,"R. Anhembi, 10 - Loja A - Irajá, Rio de Janeiro - RJ, 21235-480",https://www.google.com/maps/place/R%26R+Materiais+de+Constru%C3%A7%C3%B5es/data=!4m7!3m6!1s0x997b55fd366c1d:0xbc4c9160239179e2!8m2!3d-22.8371317!4d-43.3247186!16s%2Fg%2F11hdb09y8n!19sChIJHWw2_VV7mQAR4nmRI2CRTLw?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8371317,-43.3247186
22,24,24,Materiais de Construções Valquiria,"R. Joaquim Martins, 441 - Piedade, Rio de Janeiro - RJ, 20745-230",https://www.google.com/maps/place/Materiais+de+Constru%C3%A7%C3%B5es+Valquiria/data=!4m7!3m6!1s0x997d4082c07b65:0x9ae71ea5f7970ed8!8m2!3d-22.899056!4d-43.312873!16s%2Fg%2F1tfzh_2n!19sChIJZXvAgkB9mQAR2A6X96Ue55o?authuser=0&hl=pt-BR&rclk=1,Fornecedor de materiais de construção,-22.899056,-43.312873
23,25,25,Nossa Senhora De Lourdes Ferragens,"Av. dos Italianos, 1129 - Rocha Miranda, Rio de Janeiro - RJ, 21510-104",https://www.google.com/maps/place/Nossa+Senhora+De+Lourdes+Ferragens/data=!4m7!3m6!1s0x996367e9399ead:0x706cb1884f0eb4dc!8m2!3d-22.8379396!4d-43.3497646!16s%2Fg%2F11bx2g8f8n!19sChIJrZ456WdjmQAR3LQOT4ixbHA?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8379396,-43.3497646
24,26,26,Pangaré Materiais de Construção,"R. Palas, 520 - Pavuna, Rio de Janeiro - RJ, 21520-360",https://www.google.com/maps/place/Pangar%C3%A9+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x99648e16cdad61:0x75ca6c0fc0d9597f!8m2!3d-22.8126625!4d-43.3591135!16s%2Fg%2F1ty75h05!19sChIJYa3NFo5kmQARf1nZwA9synU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8126625,-43.3591135
25,27,27,nova boa nova bazar e material de construção ltda,"rua gonçalo coelho n.4a - Piedade, Rio de Janeiro - RJ, 20751-150",https://www.google.com/maps/place/nova+boa+nova+bazar+e+material+de+constru%C3%A7%C3%A3o+ltda/data=!4m7!3m6!1s0x997d1f6f07cea7:0xad6f76e03424901b!8m2!3d-22.8841539!4d-43.3095218!16s%2Fg%2F11g6z2q_y5!19sChIJp84Hbx99mQARG5AkNOB2b60?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8841539,-43.3095218
26,28,28,Loja - Pilares da Construção,"Av. João Ribeiro, 89 - Pilares, Rio de Janeiro - RJ, 20750-092",https://www.google.com/maps/place/Loja+-+Pilares+da+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d2c702afd3f:0x128962cb4acc24a0!8m2!3d-22.879764!4d-43.2949663!16s%2Fg%2F11r7f93grg!19sChIJP_0qcCx9mQARoCTMSstiiRI?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.879764,-43.2949663
27,29,29,Bazar 144 Material de Construções,"R. Adriano, 144 - Todos os Santos, Rio de Janeiro - RJ, 20735-300",https://www.google.com/maps/place/Bazar+144+Material+de+Constru%C3%A7%C3%B5es/data=!4m7!3m6!1s0x997da707655e47:0x9719a6677b2b03b9!8m2!3d-22.8998907!4d-43.2888393!16s%2Fg%2F1ptw0lzv_!19sChIJR15lB6d9mQARuQMre2emGZc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8998907,-43.2888393
28,30,30,Araçatuba Materiais de Construção,"R. Aceguá, 02 - Coelho Neto, Rio de Janeiro - RJ, 21530-470",https://www.google.com/maps/place/Ara%C3%A7atuba+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x99635f6fc92ffd:0xa9fe4838e7a4fa1!8m2!3d-22.8321331!4d-43.3468785!16s%2Fg%2F1pty3sb1m!19sChIJ_S_Jb19jmQARoU96joPknwo?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8321331,-43.3468785
29,31,31,D&G DEUS & GABRIEL Materiais De Construção,"R. Principal, 04 - Acari, Rio de Janeiro - RJ, 21531-730",https://www.google.com/maps/place/D%26G+DEUS+%26+GABRIEL+Materiais+De+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x996519d9df18dd:0xd37584f4ec16bb9c!8m2!3d-22.822885!4d-43.3355955!16s%2Fg%2F11vb4gbkqp!19sChIJ3Rjf2RllmQARnLsW7PSEddM?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.822885,-43.3355955
30,32,32,LOJA DO TUNINHO ÁGUA SANTA LTDA,"Rua Torres de Oliveira, 297 - Piedade, Rio de Janeiro - RJ, 20740-380",https://www.google.com/maps/place/LOJA+DO+TUNINHO+%C3%81GUA+SANTA+LTDA/data=!4m7!3m6!1s0x997d4153d93983:0x77049d82672bcaf1!8m2!3d-22.9023165!4d-43.314457!16s%2Fg%2F1tlbvynv!19sChIJgznZU0F9mQAR8corZ4KdBHc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.9023165,-43.314457
31,33,33,Ferragem Violeta,"R. Violeta, 364 - Água Santa, Rio de Janeiro - RJ, 20745-180",https://www.google.com/maps/place/Ferragem+Violeta/data=!4m7!3m6!1s0x997dcbf703bf15:0x7f5a1e80c0c24934!8m2!3d-22.905821!4d-43.3095693!16s%2Fg%2F11q8vtf74h!19sChIJFb8D98t9mQARNEnCwIAeWn8?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.905821,-43.3095693
32,34,34,Rede Fortaço Piedade l Rossi Material De Construção Água Santa,"Rua Torres de Oliveira, 164 - Piedade, Rio de Janeiro - RJ, 20740-380",https://www.google.com/maps/place/Rede+Forta%C3%A7o+Piedade+l+Rossi+Material+De+Constru%C3%A7%C3%A3o+%C3%81gua+Santa/data=!4m7!3m6!1s0x997d40eaff7993:0x28b4b65af7784797!8m2!3d-22.8997766!4d-43.3139103!16s%2Fg%2F11f3n8t352!19sChIJk3n_6kB9mQARl0d491q2tCg?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8997766,-43.3139103
33,35,35,Material de construção Aideal,"Rua Torres de Oliveira, 297 - Água Santa, Rio de Janeiro - RJ, 20740-380",https://www.google.com/maps/place/Material+de+constru%C3%A7%C3%A3o+Aideal/data=!4m7!3m6!1s0x997d6fa7630423:0x5ec7d1ad67e9a2ed!8m2!3d-22.9023166!4d-43.3143831!16s%2Fg%2F11pl9vlg_1!19sChIJIwRjp299mQAR7aLpZ63Rx14?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.9023166,-43.3143831
34,36,36,Qualy Casa - Material de construçao ltda,"R. Borja Reis, 764 - Engenho de Dentro, Rio de Janeiro - RJ, 20730-470",https://www.google.com/maps/place/Qualy+Casa+-+Material+de+constru%C3%A7ao+ltda/data=!4m7!3m6!1s0x997d6c566c5f53:0x2e0528acdfe690b8!8m2!3d-22.9045753!4d-43.3031203!16s%2Fg%2F1trchn6z!19sChIJU19sVmx9mQARuJDm36woBS4?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.9045753,-43.3031203
35,37,37,MITSAN MATERIAL DE CONSTRUÇÃO ELETROBAZAR,"R. Cruz e Souza, 118 - Encantado, Rio de Janeiro - RJ, 20745-000",https://www.google.com/maps/place/MITSAN+MATERIAL+DE+CONSTRU%C3%87%C3%83O+ELETROBAZAR/data=!4m7!3m6!1s0x997d1406170709:0x3f17c637c35ada85!8m2!3d-22.8971871!4d-43.305551!16s%2Fg%2F1vcq8tn0!19sChIJCQcXBhR9mQARhdpawzfGFz8?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8971871,-43.305551
36,38,38,BigBen Lajes - Material de Construção,"R. da Pátria, 546 - Água Santa, Rio de Janeiro - RJ, 20745-200",https://www.google.com/maps/place/BigBen+Lajes+-+Material+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997dc74be7ebcf:0x7a18486d4cb5cde6!8m2!3d-22.9057914!4d-43.3140035!16s%2Fg%2F11h53vvb4t!19sChIJz-vnS8d9mQAR5s21TG1IGHo?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.9057914,-43.3140035
37,39,39,Santa Bárbara Materiais de Construção,"R. Pão de Açúcar, 395 - Rocha Miranda, Rio de Janeiro - RJ, 21540-530",https://www.google.com/maps/place/Santa+B%C3%A1rbara+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x996338e8c4d5f5:0xd5334ffba7521c91!8m2!3d-22.8524355!4d-43.3424461!16s%2Fg%2F1tqygqpj!19sChIJ9dXE6DhjmQARkRxSp_tPM9U?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8524355,-43.3424461
38,40,40,Luka materiais de construção,"R. Assis Carneiro, 598 - Loja A - Piedade, Rio de Janeiro - RJ, 20740-260",https://www.google.com/maps/place/Luka+materiais+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997dff4b4cd765:0x17a0605833b03e34!8m2!3d-22.8951795!4d-43.3125025!16s%2Fg%2F11j02cbcj7!19sChIJZddMS_99mQARND6wM1hgoBc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8951795,-43.3125025
39,41,41,Materiais de Construção Nossa Senhora Esperança,"R. das Oficinas, 214 - Engenho de Dentro, Rio de Janeiro - RJ, 20770-010",https://www.google.com/maps/place/Materiais+de+Constru%C3%A7%C3%A3o+Nossa+Senhora+Esperan%C3%A7a/data=!4m7!3m6!1s0x997d0131e95273:0x19e5b42699839e0b!8m2!3d-22.8906726!4d-43.2936567!16s%2Fg%2F1thgcp39!19sChIJc1LpMQF9mQARC56DmSa05Rk?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8906726,-43.2936567
40,42,42,Facciata Materiais de Construção e Utilidades,"Estr. da Água Grande, 1224 - Loja C - Vista Alegre, Rio de Janeiro - RJ, 21230-354",https://www.google.com/maps/place/Facciata+Materiais+de+Constru%C3%A7%C3%A3o+e+Utilidades/data=!4m7!3m6!1s0x997b46aca6f3f7:0x6c70382f92b79b09!8m2!3d-22.826446!4d-43.3150736!16s%2Fg%2F11clhr5sg8!19sChIJ9_OmrEZ7mQARCZu3ki84cGw?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.826446,-43.3150736
41,43,43,SÃO JORGE TINTAS E MATERIAIS DE CONSTRUÇÃO LTDA,"atendimento whatsapp 21 991260632 - Rua Adolfo Bergamini, 174 - Engenho de Dentro, Rio de Janeiro - RJ, 20730-000",https://www.google.com/maps/place/S%C3%83O+JORGE+TINTAS+E+MATERIAIS+DE+CONSTRU%C3%87%C3%83O+LTDA/data=!4m7!3m6!1s0x997d0eac079c6b:0x293afecc710dce67!8m2!3d-22.8996654!4d-43.2959402!16s%2Fg%2F12qft5z9n!19sChIJa5wHrA59mQARZ84Nccz-Oik?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8996654,-43.2959402
42,44,44,Ferragens Aljo,"R. Violeta, 356 - Engenho de Dentro, Rio de Janeiro - RJ, 20745-180",https://www.google.com/maps/place/Ferragens+Aljo/data=!4m7!3m6!1s0x997d69e903dd0d:0x77394a4369c81a5e!8m2!3d-22.9058627!4d-43.3093917!16s%2Fg%2F1tdxrpdm!19sChIJDd0D6Wl9mQARXhrIaUNKOXc?authuser=0&hl=pt-BR&rclk=1,Loja de ferramentas,-22.9058627,-43.3093917
43,45,45,Romi Materiais de Construção Ltda,"Atendimento via whatsapp - Rua Torres de Oliveira, 40 - Piedade, Rio de Janeiro - RJ, 20740-380",https://www.google.com/maps/place/Romi+Materiais+de+Constru%C3%A7%C3%A3o+Ltda/data=!4m7!3m6!1s0x997d3f0f39e549:0x14823797159d28da!8m2!3d-22.8971556!4d-43.3129219!16s%2Fg%2F1x5qt_jr!19sChIJSeU5Dz99mQAR2iidFZc3ghQ?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8971556,-43.3129219
44,46,46,CityLar Materiais de Construção - Méier (Casa Teixeira),"R. Dias da Cruz, 498 - Méier, Rio de Janeiro - RJ, 20720-013",https://www.google.com/maps/place/CityLar+Materiais+de+Constru%C3%A7%C3%A3o+-+M%C3%A9ier+%28Casa+Teixeira%29/data=!4m7!3m6!1s0x997d0b2f3c519d:0x9b8877835f063459!8m2!3d-22.9049252!4d-43.2896401!16s%2Fg%2F1vgx1zvt!19sChIJnVE8Lwt9mQARWTQGX4N3iJs?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.9049252,-43.2896401
45,47,47,Casa Sampaio,"R. Mario Ferreira, 27 - Engenho da Rainha, Rio de Janeiro - RJ, 20761-260",https://www.google.com/maps/place/Casa+Sampaio/data=!4m7!3m6!1s0x997cf4f06b2a9b:0xd4f3763c5165bd81!8m2!3d-22.8694447!4d-43.2938801!16s%2Fg%2F1thf9sll!19sChIJmypr8PR8mQARgb1lUTx289Q?authuser=0&hl=pt-BR&rclk=1,Fornecedor de materiais de construção,-22.8694447,-43.2938801
46,48,48,Tudo Para Sua Obra Materiais De Construção,"Av. Dom Hélder Câmara, 7012 - Pilares, Rio de Janeiro - RJ, 20751-002",https://www.google.com/maps/place/Tudo+Para+Sua+Obra+Materiais+De+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997cfc2e6da881:0xfad01dfd5bfd769e!8m2!3d-22.8826391!4d-43.2963253!16s%2Fg%2F11pz13llzz!19sChIJgahtLvx8mQARnnb9W_0d0Po?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8826391,-43.2963253
47,49,49,LOJA DE MATERIAL DE CONSTRUÇÃO XAVIER,"R. Itaici, 106 - Ricardo de Albuquerque, Rio de Janeiro - RJ, 21620-330",https://www.google.com/maps/place/LOJA+DE+MATERIAL+DE+CONSTRU%C3%87%C3%83O+XAVIER/data=!4m7!3m6!1s0x9963ce908897bb:0x258d59289bcfdf33!8m2!3d-22.842784!4d-43.4062256!16s%2Fg%2F11j02bq5ll!19sChIJu5eIkM5jmQARM9_PmyhZjSU?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.842784,-43.4062256
48,50,50,ENGENHOS MATERIAIS DE CONSTRUÇÃO,"R. Camarista Méier, 855 - Engenho de Dentro, Rio de Janeiro - RJ, 20730-234",https://www.google.com/maps/place/ENGENHOS+MATERIAIS+DE+CONSTRU%C3%87%C3%83O/data=!4m7!3m6!1s0x997df31c871e49:0x60e8854934511f62!8m2!3d-22.9114096!4d-43.2970763!16s%2Fg%2F11qws84b_c!19sChIJSR6HHPN9mQARYh9RNEmF6GA?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.9114096,-43.2970763
49,51,51,Baby Material de construção,"R. Ana Quintão, 199 - Piedade, Rio de Janeiro - RJ, 20751-240",https://www.google.com/maps/place/Baby+Material+de+constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997ce1b306ee83:0x576af0a3f09ba90f!8m2!3d-22.8799991!4d-43.3076071!16s%2Fg%2F1ptyf_gxh!19sChIJg-4Gs-F8mQARD6mb8KPwalc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8799991,-43.3076071
50,52,52,Galeria da Construção,"Loja C e D, Rua Adolfo Bergamini, 132 - Engenho de Dentro, RJ, 21730-000",https://www.google.com/maps/place/Galeria+da+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997d093359ad17:0xf7f466edcc8725ad!8m2!3d-22.8984786!4d-43.2956375!16s%2Fg%2F1pv5w2y98!19sChIJF61ZMwl9mQARrSWHzO1m9Pc?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8984786,-43.2956375
51,53,53,Água Branca Comércio de Materiais de Construção,"Estr. da Água Branca, 3511 - Padre Miguel, Rio de Janeiro - RJ, 21720-162",https://www.google.com/maps/place/%C3%81gua+Branca+Com%C3%A9rcio+de+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x996021b04eb01d:0x669cc854be8649c2!8m2!3d-22.8652492!4d-43.4484193!16s%2Fg%2F11f3pq_q84!19sChIJHbBOsCFgmQARwkmGvlTInGY?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8652492,-43.4484193
52,54,54,ConstruRio Materiais de Construção,"Av. Dom Hélder Câmara, 2504 - Maria da Graça, Rio de Janeiro - RJ, 21050-455",https://www.google.com/maps/place/ConstruRio+Materiais+de+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x997c228b3b1655:0x20a3c5def56e9622!8m2!3d-22.8797973!4d-43.2595621!16s%2Fg%2F1ptyrxw64!19sChIJVRY7iyJ8mQARIpZu9d7FoyA?authuser=0&hl=pt-BR&rclk=1,Loja de materiais de construção,-22.8797973,-43.2595621
